"","seqnames","start","end","width","strand","idr_name","scaled_idr","idr_strand","local_idr","global_idr","rep1_chromstart","rep1_chromend","rep1_signal","rep2_chromstart","rep2_chromend","rep2_signal","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes"
"599","chr14",65074799,65075035,237,"*",".",570,".",0.9,1.37,65074798,65074934,15.08377,65074802,65075035,23.55512,"Intron (ENSMUST00000022550.7/54616, intron 3 of 6)",14,65052063,65098105,46043,2,"54616","ENSMUST00000225633","1",23070,"ENSMUSG00000021978"
"600","chr19",4125756,4126019,264,"*",".",575,".",0.94,1.38,4125761,4125936,15.08377,4125755,4126019,24.87696,"Promoter",19,4114446,4125858,11413,2,"11632","ENSMUST00000117831","7",0,"ENSMUSG00000024847"
"601","chr19",7345255,7345644,390,"*",".",570,".",0.9,1.37,7345526,7345644,15.08377,7345254,7345643,27.26266,"Distal Intergenic",19,7285820,7341860,56041,2,"13728","ENSMUST00000171393","7",-3395,"ENSMUSG00000024969"
"602","chr3",32708889,32709029,141,"*",".",556,".",0.84,1.34,32708921,32709018,15.08377,32708888,32709029,27.26266,"Promoter",3,32708765,32718607,9843,1,"56456","ENSMUST00000193615","1",124,"ENSMUSG00000027671"
"603","chr3",88772536,88772758,223,"*",".",542,".",0.79,1.31,88772557,88772675,15.08377,88772535,88772758,21.40256,"Promoter",3,88744701,88772599,27899,2,"229521","ENSMUST00000090945","4",0,"ENSMUSG00000068923"
"604","chr4",126677539,126677675,137,"*",".",568,".",0.89,1.37,126677570,126677669,15.08377,126677538,126677675,24.87696,"Promoter",4,126677630,126709714,32085,1,"26445","ENSMUST00000030642","2",0,"ENSMUSG00000028837"
"605","chr4",154160662,154160938,277,"*",".",561,".",0.85,1.35,154160825,154160928,15.08377,154160661,154160938,23.7045,"Promoter",4,154157485,154160666,3182,2,"67808","ENSMUST00000030896","14",0,"ENSMUSG00000029030"
"606","chr7",44857225,44857381,157,"*",".",565,".",0.88,1.36,44857224,44857363,15.08377,44857239,44857381,23.7045,"Promoter",7,44857340,44861351,4012,1,"59047","ENSMUST00000124168","7",0,"ENSMUSG00000002963"
"607","chr9",20385084,20385256,173,"*",".",548,".",0.81,1.32,20385142,20385240,15.08377,20385083,20385256,32.18621,"Promoter",9,20345136,20385177,40042,2,"434377","ENSMUST00000068079","13",0,"ENSMUSG00000045519"
"608","chr16",38522592,38522854,263,"*",".",546,".",0.81,1.32,38522614,38522796,14.78892,38522591,38522854,24.02815,"Promoter",16,38498347,38522663,24317,2,"76916","ENSMUST00000002925","5",0,"ENSMUSG00000002846"
